CCCCP([C@@]12C[C@H](C[C@@H]3C2)C[C@H](C3)C1)[C@]45C[C@@H]6C[C@@H](C[C@@H](C6)C5)C4
CC1=CC(C)=CC(C)=C1P(C2=C(C)C=C(C)C=C2C)C3=C(C)C=C(C)C=C3C
CC(P(C(C)(C)C)C(C)(C)C)(C)C
CC(P(CC(C)(C)C)C(C)(C)C)(C)C
CC(P(C(C)(C)C)C1CCCCC1)(C)C
CP(C1=CC=CC=C1)C2=CC=CC=C2
CP(C(C(F)=C(C(F)=C1F)F)=C1F)C(C(F)=C(C(F)=C2F)F)=C2F
CP(C1CCCCC1)C2CCCCC2
Cc1ccccc1CP(C2=CC=CC=C2)C3=CC=CC=C3
