Potential applied (V),Fitted WE(1).δ.Current,Corrected WE(1).δ.Current (A)
1.507110596,7.07415E-06,2.50069E-07
1.512145996,7.11148E-06,3.19551E-07
1.517181396,7.14881E-06,3.95138E-07
1.522216797,7.18614E-06,4.73777E-07
1.527252197,7.22346E-06,5.70727E-07
1.532287598,7.26079E-06,6.82935E-07
1.537322998,7.29812E-06,7.98197E-07
1.542358398,7.33544E-06,9.25665E-07
1.547393799,7.37277E-06,1.07145E-06
1.552429199,7.41009E-06,1.20197E-06
1.5574646,7.44742E-06,1.35385E-06
1.5625,7.48474E-06,1.51489E-06
1.5675354,7.52207E-06,1.65457E-06
1.572570801,7.55939E-06,1.79425E-06
1.577606201,7.59671E-06,1.94919E-06
1.582641602,7.63403E-06,2.04004E-06
1.587677002,7.67135E-06,2.15836E-06
1.592712402,7.70867E-06,2.25532E-06
1.597747803,7.74599E-06,2.36143E-06
1.602783203,7.78331E-06,2.44923E-06
1.607818604,7.82063E-06,2.51262E-06
1.612854004,7.85795E-06,2.58212E-06
1.617889404,7.89526E-06,2.64246E-06
1.622924805,7.93258E-06,2.69669E-06
1.627960205,7.9699E-06,2.72957E-06
1.632995605,8.00721E-06,2.75023E-06
1.638031006,8.04453E-06,2.74649E-06
1.643066406,8.08184E-06,2.73359E-06
1.648101807,8.11915E-06,2.70238E-06
1.653137207,8.15647E-06,2.66812E-06
1.658172607,8.19378E-06,2.60944E-06
1.663208008,8.23109E-06,2.54772E-06
1.668243408,8.2684E-06,2.46158E-06
1.673278809,8.30571E-06,2.36934E-06
1.678314209,8.34302E-06,2.26184E-06
1.683349609,8.38033E-06,2.14518E-06
1.68838501,8.41764E-06,2.02548E-06
1.69342041,8.45495E-06,1.89051E-06
1.698455811,8.49226E-06,1.7647E-06
1.703491211,8.52956E-06,1.63889E-06
1.708526611,8.56687E-06,1.48867E-06
1.713562012,8.60418E-06,1.35371E-06
1.718597412,8.64148E-06,1.23706E-06
1.723632813,8.67879E-06,1.11125E-06
1.728668213,8.71609E-06,9.76289E-07
1.733703613,8.7534E-06,8.90155E-07
1.738739014,8.7907E-06,7.67401E-07
1.743774414,8.82801E-06,6.72113E-07
1.748809814,8.86531E-06,5.70721E-07
1.753845215,8.90262E-06,4.93744E-07
1.758880615,8.93992E-06,4.10663E-07
1.763916016,8.97723E-06,3.33686E-07
1.768951416,9.01453E-06,2.71968E-07
1.773986816,9.05183E-06,2.19406E-07
1.779022217,9.08914E-06,1.57688E-07
1.784057617,9.12644E-06,1.02073E-07
1.789093018,9.16375E-06,5.86661E-08
1.794128418,9.20105E-06,6.10352E-09
1.799163818,9.23835E-06,-4.34073E-08
