Potential applied (V),Fitted WE(1).δ.Curren,Corrected WE(1).δ.Current (A
0.720062256,3.21657E-06,1.2628E-06
0.725097656,3.23779E-06,1.42621E-06
0.730133057,3.25896E-06,1.59028E-06
0.735168457,3.28013E-06,1.77968E-06
0.740203857,3.30125E-06,1.99568E-06
0.745239258,3.32237E-06,2.20772E-06
0.750274658,3.34344E-06,2.44391E-06
0.755310059,3.36451E-06,2.6859E-06
0.760345459,3.38552E-06,2.92948E-06
0.765380859,3.40654E-06,3.16695E-06
0.77041626,3.42749E-06,3.4231E-06
0.77545166,3.44845E-06,3.65696E-06
0.780487061,3.46934E-06,3.90096E-06
0.785522461,3.49024E-06,4.13854E-06
0.790557861,3.51108E-06,4.33682E-06
0.795593262,3.53191E-06,4.55219E-06
0.800628662,3.55269E-06,4.72063E-06
0.805664063,3.57346E-06,4.87075E-06
0.810699463,3.59418E-06,4.97821E-06
0.815734863,3.61489E-06,5.07652E-06
0.820770264,3.63554E-06,5.11996E-06
0.825805664,3.65618E-06,5.12067E-06
0.830841064,3.67677E-06,5.09093E-06
0.835876465,3.69735E-06,5.01847E-06
0.840911865,3.71786E-06,4.8942E-06
0.845947266,3.73838E-06,4.7272E-06
0.850982666,3.75883E-06,4.52364E-06
0.856018066,3.77927E-06,4.28347E-06
0.861053467,3.79965E-06,4.0159E-06
0.866088867,3.82003E-06,3.72696E-06
0.871124268,3.84034E-06,3.42284E-06
0.876159668,3.86065E-06,3.10651E-06
0.881195068,3.88089E-06,2.81161E-06
0.886230469,3.90113E-06,2.51366E-06
0.891265869,3.9213E-06,2.23715E-06
0.89630127,3.94147E-06,1.97284E-06
0.90133667,3.96157E-06,1.73607E-06
0.90637207,3.98166E-06,1.52371E-06
0.911407471,4.00169E-06,1.33278E-06
0.916442871,4.02171E-06,1.15712E-06
0.921478271,4.04167E-06,1.00594E-06
0.926513672,4.06162E-06,8.66968E-07
0.931549072,4.0815E-06,7.58586E-07
0.936584473,4.10138E-06,6.56308E-07
0.941619873,4.12119E-06,5.60207E-07
0.946655273,4.141E-06,4.94623E-07
0.951690674,4.16073E-06,4.19957E-07
0.956726074,4.18047E-06,3.60549E-07
0.961761475,4.20013E-06,3.13422E-07
0.966796875,4.21979E-06,2.63243E-07
0.971832275,4.23938E-06,2.28395E-07
0.976867676,4.25897E-06,2.02703E-07
0.981903076,4.27848E-06,1.77084E-07
0.986938477,4.298E-06,1.45362E-07
0.991973877,4.31744E-06,1.32023E-07
0.997009277,4.33688E-06,1.21736E-07
1.002044678,4.35625E-06,1.08469E-07
1.007080078,4.37562E-06,9.21514E-08
1.012115479,4.39492E-06,9.11646E-08
1.017150879,4.41422E-06,9.01777E-08
1.022186279,4.43344E-06,6.79007E-08
1.02722168,4.45267E-06,6.39343E-08
1.03225708,4.47182E-06,7.22466E-08
1.03729248,4.49097E-06,6.53001E-08
1.042327881,4.51006E-06,6.45284E-08
1.047363281,4.52914E-06,6.0705E-08
1.052398682,4.54815E-06,6.4887E-08
1.057434082,4.56716E-06,5.93033E-08
1.062469482,4.5861E-06,5.86728E-08
1.067504883,4.60504E-06,5.95681E-08
1.072540283,4.62392E-06,7.36557E-08
1.077575684,4.64279E-06,6.66862E-08
1.082611084,4.66159E-06,7.32135E-08
1.087646484,4.68039E-06,7.82149E-08
1.092681885,4.69912E-06,7.99279E-08
1.097717285,4.71786E-06,8.07252E-08
1.102752686,4.73652E-06,9.19663E-08
1.107788086,4.75519E-06,8.67279E-08
1.112823486,4.77379E-06,8.64394E-08
1.117858887,4.79239E-06,1.0263E-07
1.122894287,4.81092E-06,9.9051E-08
1.127929688,4.82946E-06,1.08289E-07
1.132965088,4.84792E-06,1.10268E-07
1.138000488,4.86639E-06,1.18351E-07
1.143035889,4.88479E-06,1.09714E-07
1.148071289,4.9032E-06,1.22744E-07
1.153106689,4.92153E-06,1.31871E-07
1.15814209,4.93987E-06,1.24518E-07
1.16317749,4.95815E-06,1.2852E-07
1.168212891,4.97643E-06,1.25808E-07
1.173248291,4.99464E-06,1.31092E-07
1.178283691,5.01285E-06,1.34546E-07
1.183319092,5.03101E-06,1.32872E-07
1.188354492,5.04916E-06,1.36997E-07
1.193389893,5.06725E-06,1.36909E-07
1.198425293,5.08535E-06,1.32549E-07
1.203460693,5.10338E-06,1.40761E-07
1.208496094,5.12141E-06,1.36766E-07
1.213531494,5.13939E-06,1.45341E-07
1.218566895,5.15736E-06,1.353E-07
1.223602295,5.17528E-06,1.35998E-07
1.228637695,5.1932E-06,1.38832E-07
1.233673096,5.21106E-06,1.40197E-07
1.238708496,5.22892E-06,1.35763E-07
1.243743896,5.24673E-06,1.39624E-07
1.248779297,5.26453E-06,1.45012E-07
1.253814697,5.28229E-06,1.34279E-07
1.258850098,5.30004E-06,1.36974E-07
1.263885498,5.31774E-06,1.36061E-07
1.268920898,5.33543E-06,1.36673E-07
1.273956299,5.35308E-06,1.30319E-07
1.278991699,5.37073E-06,1.29458E-07
1.2840271,5.38832E-06,1.35362E-07
1.2890625,5.40591E-06,1.24482E-07
1.2940979,5.42346E-06,1.32878E-07
1.299133301,5.441E-06,1.24184E-07
1.304168701,5.4585E-06,1.32019E-07
1.309204102,5.47599E-06,1.17882E-07
1.314239502,5.49344E-06,1.23324E-07
1.319274902,5.51088E-06,1.15339E-07
1.324310303,5.52828E-06,1.19608E-07
1.329345703,5.54568E-06,1.18689E-07
1.334381104,5.56303E-06,1.13849E-07
1.339416504,5.58038E-06,1.11146E-07
1.344451904,5.59769E-06,1.08793E-07
1.349487305,5.615E-06,1.17121E-07
1.354522705,5.63226E-06,1.25494E-07
1.359558105,5.64952E-06,1.23186E-07
1.364593506,5.66674E-06,1.25193E-07
1.369628906,5.68396E-06,1.21708E-07
1.374664307,5.70113E-06,1.23758E-07
1.379699707,5.71831E-06,1.26113E-07
1.384735107,5.73544E-06,1.27899E-07
1.389770508,5.75258E-06,1.24802E-07
1.394805908,5.76967E-06,1.24493E-07
1.399841309,5.78677E-06,1.33033E-07
1.404876709,5.80382E-06,1.33984E-07
1.409912109,5.82088E-06,1.35545E-07
1.41494751,5.83789E-06,1.43247E-07
1.41998291,5.85491E-06,1.46678E-07
1.425018311,5.87189E-06,1.49535E-07
1.430053711,5.88887E-06,1.61853E-07
1.435089111,5.90581E-06,1.57118E-07
1.440124512,5.92275E-06,1.78017E-07
1.445159912,5.93966E-06,1.7942E-07
1.450195313,5.95657E-06,1.78992E-07
1.455230713,5.97344E-06,1.78904E-07
1.460266113,5.99031E-06,1.88277E-07
1.465301514,6.00715E-06,1.87001E-07
1.470336914,6.02399E-06,1.90609E-07
1.475372314,6.0408E-06,1.8021E-07
1.480407715,6.0576E-06,1.92395E-07
1.485443115,6.07438E-06,1.82028E-07
1.490478516,6.09116E-06,1.81732E-07
1.495513916,6.1079E-06,1.69259E-07
1.500549316,6.12465E-06,1.69909E-07
1.505584717,6.14136E-06,1.6418E-07
1.510620117,6.15808E-06,1.56314E-07
1.515655518,6.17477E-06,1.52139E-07
1.520690918,6.19145E-06,1.46437E-07
1.525726318,6.20811E-06,1.37407E-07
1.530761719,6.22477E-06,1.14033E-07
1.535797119,6.24141E-06,1.23033E-07
1.54083252,6.25804E-06,1.05484E-07
1.54586792,6.27465E-06,1.0566E-07
1.55090332,6.29126E-06,9.60706E-08
1.555938721,6.30784E-06,9.44399E-08
1.560974121,6.32443E-06,9.12834E-08
1.566009521,6.34099E-06,8.75397E-08
1.571044922,6.35755E-06,8.10494E-08
1.576080322,6.37409E-06,7.54969E-08
1.581115723,6.39063E-06,7.02495E-08
1.586151123,6.40714E-06,6.07509E-08
1.591186523,6.42366E-06,5.55247E-08
1.596221924,6.44016E-06,5.12342E-08
1.601257324,6.45666E-06,4.41971E-08
1.606292725,6.47314E-06,3.93153E-08
1.611328125,6.48961E-06,3.50439E-08
1.616363525,6.50607E-06,3.87251E-08
1.621398926,6.52254E-06,3.72184E-08
1.626434326,6.53898E-06,4.03063E-08
1.631469727,6.55542E-06,3.94269E-08
1.636505127,6.57185E-06,4.19204E-08
1.641540527,6.58828E-06,3.46483E-08
1.646575928,6.60469E-06,3.47153E-08
1.651611328,6.6211E-06,2.80685E-08
1.656646729,6.6375E-06,3.85254E-08
1.661682129,6.6539E-06,1.93802E-08
1.666717529,6.67028E-06,3.29016E-08
1.67175293,6.68667E-06,1.22434E-08
1.67678833,6.70304E-06,2.85232E-08
1.68182373,6.71942E-06,2.49665E-08
1.686859131,6.73578E-06,1.37912E-08
1.691894531,6.75214E-06,1.48229E-08
1.696929932,6.7685E-06,1.49486E-08
1.701965332,6.78485E-06,2.36194E-08
1.707000732,6.8012E-06,6.96904E-09
1.712036133,6.81754E-06,1.25966E-08
1.717071533,6.83388E-06,5.41418E-09
1.722106934,6.85022E-06,1.50165E-08
1.727142334,6.86655E-06,7.53536E-09
1.732177734,6.88288E-06,4.63188E-09
1.737213135,6.89921E-06,3.25963E-09
1.742248535,6.91553E-06,3.6151E-10
1.747283936,6.93185E-06,-9.09178E-11
1.752319336,6.94818E-06,6.70062E-11
1.757354736,6.96449E-06,-1.29773E-09
1.762390137,6.98081E-06,4.0514E-09
1.767425537,6.99713E-06,-1.34855E-08
1.772460938,7.01344E-06,2.24174E-09
1.777496338,7.02976E-06,-6.74918E-09
1.782531738,7.04607E-06,-4.81304E-10
1.787567139,7.06239E-06,-6.42046E-09
1.792602539,7.0787E-06,-8.39233E-09
1.797637939,7.09502E-06,-7.9228E-09
