"Potential applied (V)","Fitted WE(1).d.Current","Corrected WE(1).d.Current (A)"
0.97686767578125,7.30924176023153e-06,5.5025531008097e-07
0.981903076171875,7.34701398206095e-06,6.21430842157799e-07
0.9869384765625,7.38478620389037e-06,6.93216725797129e-07
0.991973876953125,7.42248711195035e-06,7.77586130237156e-07
0.99700927734375,7.46018802001032e-06,8.70500456552179e-07
1.00204467773438,7.49781225981988e-06,9.65322505805121e-07
1.007080078125,7.53543649962944e-06,1.04946340271431e-06
1.01211547851563,7.57297884597962e-06,1.14925015792663e-06
1.01715087890625,7.6105211923298e-06,1.24110234282645e-06
1.02218627929688,7.64797655631676e-06,1.33700879524574e-06
1.0272216796875,7.68543192030372e-06,1.42772725938378e-06
1.03225708007813,7.72279535597487e-06,1.52586187058763e-06
1.03729248046875,7.76015879164603e-06,1.62521718491647e-06
1.04232788085938,7.79742550225024e-06,1.72100711493726e-06
1.04736328125,7.83469221285446e-06,1.80886247464555e-06
1.05239868164063,7.87185755668925e-06,1.88766392768575e-06
1.05743408203125,7.90902290052405e-06,1.96951713853845e-06
1.06246948242188,7.94608239637506e-06,2.04232092393744e-06
1.0675048828125,7.98314189222607e-06,2.11207295152393e-06
1.07254028320313,8.02009122439584e-06,2.17583162716666e-06
1.07757568359375,8.05704055656562e-06,2.22738327155938e-06
1.08261108398438,8.09387557949102e-06,2.27599746738398e-06
1.087646484375,8.13071060241643e-06,2.31850814758357e-06
1.09268188476563,8.1674273448757e-06,2.3580853504368e-06
1.09771728515625,8.20414408733497e-06,2.38240376422753e-06
1.10275268554688,8.24073875624735e-06,2.40379249375265e-06
1.1077880859375,8.27733342515973e-06,2.40992243421527e-06
1.11282348632813,8.31380240898244e-06,2.40702278633006e-06
1.11785888671875,8.35027139280515e-06,2.41938192750735e-06
1.12289428710938,8.38661126453395e-06,2.40440436046605e-06
1.1279296875,8.42295113626275e-06,2.40163382467476e-06
1.13296508789063,8.45915865604405e-06,2.38373685176845e-06
1.13800048828125,8.49536617582535e-06,2.36583987886216e-06
1.14303588867188,8.53143829318911e-06,2.34197479274839e-06
1.1480712890625,8.56751041055288e-06,2.31810970663462e-06
1.15310668945313,8.60344426627688e-06,2.28217585091061e-06
1.15814208984375,8.63937812200089e-06,2.25234551081161e-06
1.16317749023438,8.67517104961805e-06,2.21655258319445e-06
1.168212890625,8.71096397723521e-06,2.18381141338979e-06
1.17324829101563,8.74661350419673e-06,2.14816188642828e-06
1.17828369140625,8.78226303115824e-06,2.10335708602926e-06
1.18331909179688,8.81776687966609e-06,2.06785323752141e-06
1.1883544921875,8.85327072817394e-06,2.02929763120106e-06
1.19338989257813,8.888626815697e-06,1.9908897858655e-06
1.19842529296875,8.92398290322006e-06,1.94637842490494e-06
1.20346069335938,8.95918934270874e-06,1.90201671197876e-06
1.20849609375,8.99439578219742e-06,1.85155148342758e-06
1.21353149414063,9.02945088201203e-06,1.79513407892547e-06
1.21856689453125,9.06450598182665e-06,1.74482019004835e-06
1.22360229492188,9.09940824539509e-06,1.68245210616741e-06
1.2286376953125,9.13431050896353e-06,1.62313578009897e-06
1.23367309570313,9.16905863418386e-06,1.56092183456614e-06
1.23870849609375,9.20380675940418e-06,1.50175964684582e-06
1.24374389648438,9.23839963780784e-06,1.43664919031716e-06
1.248779296875,9.27299251621151e-06,1.368486975976e-06
1.25381469726563,9.30742923190268e-06,1.29742916653482e-06
1.25885009765625,9.34186594759385e-06,1.23247487271864e-06
1.26388549804688,9.37614577598018e-06,1.16767746620733e-06
1.2689208984375,9.4104256043665e-06,1.09982830188351e-06
1.27395629882813,9.44454801069605e-06,1.03518831742895e-06
1.27899169921875,9.47867041702561e-06,9.64444817349393e-07
1.28402709960938,9.51263505474461e-06,9.1522139056789e-07
1.2890625,9.54659969246361e-06,8.56842690348889e-07
1.29409790039063,9.58040640140857e-06,8.04725434528928e-07
1.29913330078125,9.61421311035353e-06,7.3734938964647e-07
1.30416870117188,9.64786191479108e-06,6.97597069583921e-07
1.3092041015625,9.68151071922863e-06,6.33430687021371e-07
1.31423950195313,9.71500182575542e-06,5.90784307057079e-07
1.31927490234375,9.74849293228221e-06,5.42034411467786e-07
1.32431030273438,9.7818267275965e-06,4.99545342715997e-07
1.329345703125,9.81516052291079e-06,4.5400451615171e-07
1.33438110351563,9.84833757146644e-06,4.11672194158564e-07
1.33941650390625,9.88151462002208e-06,3.60184598727917e-07
1.34445190429688,9.91453566157488e-06,3.27163557175125e-07
1.3494873046875,9.94755670312767e-06,2.97194273434832e-07
1.35452270507813,9.98042265018284e-06,2.6432832637966e-07
1.35955810546875,1.0013288597238e-05,2.3451413713699e-07
1.36459350585938,1.0046000532407e-05,2.04853959780537e-07
1.36962890625,1.00787124675759e-05,1.69090266799081e-07
1.37466430664063,1.01112716408492e-05,1.51789882588276e-07
1.37969970703125,1.01438308141225e-05,1.46696529627471e-07
1.38473510742188,1.01762386400652e-05,1.44806281809778e-07
1.3897705078125,1.02086464660079e-05,1.39864276179583e-07
1.39480590820313,1.02409045208823e-05,1.56434346305157e-07
1.39984130859375,1.02731625757568e-05,1.88263205493229e-07
1.40487670898438,1.03052725945772e-05,2.32447131985304e-07
1.409912109375,1.03373826133976e-05,2.94941605352377e-07
1.41494750976563,1.036934648692e-05,3.72841013079954e-07
1.41998291015625,1.04013103604425e-05,4.6294745205753e-07
1.42501831054688,1.04331301320922e-05,5.71508539782752e-07
1.4300537109375,1.0464949903742e-05,6.92276658757972e-07
1.43508911132813,1.04966277664811e-05,8.16238444456358e-07
1.44012451171875,1.05283056292203e-05,9.73769566092245e-07
1.44515991210938,1.05598439223553e-05,1.11923322608217e-06
1.4501953125,1.05913822154904e-05,1.26164512825959e-06
1.45523071289063,1.06227834214221e-05,1.38283181295294e-06
1.46026611328125,1.06541846273537e-05,1.51012201327128e-06
1.46530151367188,1.06854513682671e-05,1.61313261610788e-06
1.4703369140625,1.07167181091805e-05,1.73445376581947e-06
1.47537231445313,1.07478531436767e-05,1.86201013757332e-06
1.48040771484375,1.07789881781728e-05,2.02313584526466e-06
1.48544311523438,1.08099943978396e-05,2.1996491568479e-06
1.490478515625,1.08410006175064e-05,2.39447301530614e-06
1.49551391601563,1.0871881043428e-05,2.6077332143845e-06
1.50054931640625,1.09027614693496e-05,2.86676978065036e-06
1.50558471679688,1.09335192485534e-05,3.15949832957163e-06
1.5106201171875,1.09642770277571e-05,3.4796926988054e-06
1.51565551757813,1.0994915429595e-05,3.81831699228005e-06
1.52069091796875,1.10255538314328e-05,4.14778601231719e-06
1.52572631835938,1.10560762438972e-05,4.48042277954035e-06
1.53076171875,1.10865986563615e-05,4.80695603113851e-06
1.53579711914063,1.11170085823323e-05,5.12139473798016e-06
1.54083251953125,1.11474185083032e-05,5.37174653075931e-06
1.54586791992188,1.11777195617258e-05,5.60389664921171e-06
1.5509033203125,1.12080206151484e-05,5.79027040047661e-06
1.55593872070313,1.12382165171394e-05,5.92486942036056e-06
1.56097412109375,1.12684124191305e-05,6.01369207305701e-06
1.56600952148438,1.12985069940118e-05,6.05073617005072e-06
1.571044921875,1.13286015688931e-05,6.03590038423192e-06
1.57608032226563,1.13585987401515e-05,5.97538563484853e-06
1.58111572265625,1.13885959114099e-05,5.87214627609012e-06
1.58615112304688,1.1418499697583e-05,5.69270635710454e-06
1.5911865234375,1.1448403483756e-05,5.49495589124396e-06
1.59622192382813,1.14782179942431e-05,5.24541481825692e-06
1.60125732421875,1.15080325047301e-05,4.95009737808238e-06
1.60629272460938,1.15377619355285e-05,4.61519216603401e-06
1.611328125,1.15674913663269e-05,4.22230355554813e-06
1.61636352539063,1.15971399956944e-05,3.82339223086806e-06
1.62139892578125,1.1626788625062e-05,3.37260102337548e-06
1.62643432617188,1.16563608091065e-05,2.95240383933097e-06
1.6314697265625,1.1685932993151e-05,2.51084435059895e-06
1.63650512695313,1.1715433161348e-05,2.09682269802703e-06
1.64154052734375,1.17449333295449e-05,1.70721510795511e-06
1.64657592773438,1.17743659801858e-05,1.37260667606417e-06
1.651611328125,1.18037986308268e-05,1.09292988479822e-06
1.65664672851563,1.18331683264009e-05,8.83506478286568e-07
1.66168212890625,1.18625380219751e-05,7.22911196774918e-07
1.66671752929688,1.18918493844867e-05,6.38668193638346e-07
1.6717529296875,1.19211607469982e-05,6.00201557689278e-07
1.67678833007813,1.19504184532235e-05,6.31979007714044e-07
1.68182373046875,1.19796761594487e-05,7.03429309301308e-07
1.68685913085938,1.20088849361364e-05,8.23756665426112e-07
1.69189453125,1.20380937128241e-05,9.68498084050917e-07
1.69692993164063,1.2067258331844e-05,1.12243893378104e-06
1.70196533203125,1.20964229508638e-05,1.29469033038617e-06
1.70700073242188,1.21255482243076e-05,1.4608775569424e-06
1.7120361328125,1.21546734977514e-05,1.61790951006113e-06
1.71707153320313,1.21837642729916e-05,1.75666541450836e-06
1.72210693359375,1.22128550482319e-05,1.8710072564556e-06
1.72714233398438,1.22419162029444e-05,1.95791289861812e-06
1.732177734375,1.22709773576569e-05,2.01430096265564e-06
1.73721313476563,1.23000137948116e-05,2.03104089268838e-06
1.74224853515625,1.23290502319664e-05,2.00200445553361e-06
1.74728393554688,1.23580668747942e-05,1.93636671895584e-06
1.7523193359375,1.23870835176219e-05,1.83410788862805e-06
1.75735473632813,1.24160853045616e-05,1.69524282043845e-06
1.76239013671875,1.24450870915012e-05,1.52280841631133e-06
1.76742553710938,1.24740789711344e-05,1.30765931011563e-06
1.7724609375,1.25030708507676e-05,1.09861371954494e-06
1.77749633789063,1.25320577767475e-05,8.49900231064957e-07
1.78253173828125,1.25610447027275e-05,6.10342016022477e-07
1.78756713867188,1.25900316287075e-05,3.52473254104988e-07
1.7926025390625,1.26190185546875e-05,1.09863281250012e-07
1.79763793945313,1.26480054806675e-05,-1.38850207229978e-07
