Potential applied (V),Fitted WE(1).δ.Current,Corrected WE(1).δ.Current (A)
0,1.9439697265625E-06,6.10351562499995E-07
0.005035400390625,1.8470458984375E-06,2.40356445312502E-07
0.01007080078125,1.7501220703125E-06,6.26220703125025E-08
0.015106201171875,1.6531982421875E-06,2.22167968750023E-08
0.0201416015625,1.5562744140625E-06,3.36914062499968E-08
0.025177001953125,1.4593505859375E-06,6.37817382812507E-08
0.03021240234375,1.44249877929688E-06,4.09606933593744E-08
0.035247802734375,1.42564697265625E-06,2.48535156250004E-08
0.040283203125,1.40879516601563E-06,1.88171386718753E-08
0.045318603515625,1.391943359375E-06,2.01049804687494E-08
0.05035400390625,1.37509155273438E-06,1.79748535156252E-08
0.055389404296875,1.37013793945313E-06,1.0050048828125E-08
0.0604248046875,1.36518432617188E-06,4.41406250000004E-09
0.065460205078125,1.36023071289063E-06,5.88867187500018E-09
0.07049560546875,1.35527709960937E-06,1.12084960937501E-08
0.075531005859375,1.35032348632812E-06,1.26953125000008E-09
0.08056640625,1.3526220703125E-06,-2.15820312499989E-09
0.085601806640625,1.35492065429687E-06,-4.48730468749982E-09
0.09063720703125,1.35721923828125E-06,-5.74829101562474E-09
0.095672607421875,1.35951782226562E-06,-1.18615722656246E-08
0.1007080078125,1.36181640625E-06,-8.97216796874944E-09
0.105743408203125,1.368310546875E-06,-1.27197265624994E-08
0.11077880859375,1.3748046875E-06,-1.43310546874994E-08
0.115814208984375,1.381298828125E-06,-1.28906249999995E-08
0.120849609375,1.38779296875E-06,-1.60278320312495E-08
0.125885009765625,1.394287109375E-06,-1.61132812499994E-08
0.13092041015625,1.40345458984375E-06,-1.85668945312494E-08
0.135955810546875,1.4126220703125E-06,-1.82739257812495E-08
0.1409912109375,1.42178955078125E-06,-1.82861328124994E-08
0.146026611328125,1.43095703125E-06,-2.04345703124993E-08
0.15106201171875,1.44012451171875E-06,-2.01416015624992E-08
0.156097412109375,1.45174560546875E-06,-2.26074218749994E-08
0.1611328125,1.46336669921875E-06,-2.65991210937492E-08
0.166168212890625,1.47498779296875E-06,-2.41821289062493E-08
0.17120361328125,1.48660888671875E-06,-2.26806640624993E-08
0.176239013671875,1.49822998046875E-06,-2.54516601562494E-08
0.1812744140625,1.5111083984375E-06,-2.70385742187493E-08
0.186309814453125,1.52398681640625E-06,-2.70996093749994E-08
0.19134521484375,1.536865234375E-06,-2.41088867187491E-08
0.196380615234375,1.54974365234375E-06,-2.50854492187493E-08
0.201416015625,1.5626220703125E-06,-2.51464843749991E-08
0.206451416015625,1.576806640625E-06,-2.98706054687492E-08
0.21148681640625,1.5909912109375E-06,-2.63549804687493E-08
0.216522216796875,1.60517578125E-06,-2.98583984374993E-08
0.2215576171875,1.6193603515625E-06,-3.06152343749992E-08
0.226593017578125,1.633544921875E-06,-2.80151367187492E-08
0.23162841796875,1.649072265625E-06,-3.25561523437494E-08
0.236663818359375,1.664599609375E-06,-3.25195312499991E-08
0.24169921875,1.680126953125E-06,-3.03466796874991E-08
0.246734619140625,1.695654296875E-06,-3.1835937499999E-08
0.25177001953125,1.711181640625E-06,-3.2409667968749E-08
0.256805419921875,1.72744140625E-06,-3.34106445312489E-08
0.2618408203125,1.743701171875E-06,-3.2580566406249E-08
0.266876220703125,1.7599609375E-06,-3.17504882812488E-08
0.27191162109375,1.776220703125E-06,-3.24462890624987E-08
0.276947021484375,1.79248046875E-06,-3.3752441406249E-08
0.281982421875,1.80946655273437E-06,-3.42590332031238E-08
0.287017822265625,1.82645263671875E-06,-3.41552734374988E-08
0.29205322265625,1.84343872070312E-06,-3.28308105468738E-08
0.297088623046875,1.8604248046875E-06,-3.48632812499986E-08
0.3021240234375,1.87741088867187E-06,-3.41491699218736E-08
0.307159423828125,1.89439697265625E-06,-3.34350585937484E-08
0.31219482421875,1.91138305664062E-06,-3.18054199218735E-08
0.317230224609375,1.928369140625E-06,-3.29223632812485E-08
0.322265625,1.94535522460937E-06,-3.46496582031236E-08
0.327301025390625,1.96234130859375E-06,-3.39355468749988E-08
0.33233642578125,1.98052978515625E-06,-3.74755859374985E-08
0.337371826171875,1.99871826171875E-06,-3.5827636718749E-08
0.3424072265625,2.01690673828125E-06,-3.96728515624986E-08
0.347442626953125,2.03509521484375E-06,-3.4973144531249E-08
0.35247802734375,2.05328369140625E-06,-3.72924804687488E-08
0.357513427734375,2.072705078125E-06,-4.02343749999986E-08
0.362548828125,2.09212646484375E-06,-3.95141601562483E-08
0.367584228515625,2.1115478515625E-06,-3.78784179687482E-08
0.37261962890625,2.13096923828125E-06,-3.92944335937483E-08
0.377655029296875,2.150390625E-06,-3.88793945312478E-08
0.3826904296875,2.17037353515625E-06,-4.20776367187479E-08
0.387725830078125,2.1903564453125E-06,-3.88671874999979E-08
0.39276123046875,2.21033935546875E-06,-3.93188476562477E-08
0.397796630859375,2.230322265625E-06,-4.06860351562477E-08
0.40283203125,2.25030517578125E-06,-3.99169921874976E-08
0.407867431640625,2.271044921875E-06,-4.20410156249972E-08
0.41290283203125,2.29178466796875E-06,-4.08081054687478E-08
0.417938232421875,2.3125244140625E-06,-4.14062499999976E-08
0.4229736328125,2.33326416015625E-06,-4.32250976562478E-08
0.428009033203125,2.35400390625E-06,-4.44335937499979E-08
0.43304443359375,2.3756103515625E-06,-4.31518554687478E-08
0.438079833984375,2.397216796875E-06,-4.27856445312479E-08
0.443115234375,2.4188232421875E-06,-4.2419433593748E-08
0.448150634765625,2.4404296875E-06,-4.3273925781248E-08
0.45318603515625,2.4620361328125E-06,-4.74853515624979E-08
0.458221435546875,2.4849609375E-06,-4.66064453124977E-08
0.4632568359375,2.5078857421875E-06,-4.45068359374974E-08
0.468292236328125,2.530810546875E-06,-4.48486328124971E-08
0.47332763671875,2.5537353515625E-06,-4.58007812499974E-08
0.478363037109375,2.57666015625E-06,-4.9499511718747E-08
0.4833984375,2.600927734375E-06,-4.66064453124972E-08
0.488433837890625,2.6251953125E-06,-4.73754882812477E-08
0.49346923828125,2.649462890625E-06,-4.8754882812498E-08
0.498504638671875,2.67373046875E-06,-5.04394531249982E-08
0.5035400390625,2.697998046875E-06,-5.05981445312485E-08
0.508575439453125,2.72230224609375E-06,-4.86572265624986E-08
0.51361083984375,2.7466064453125E-06,-4.58007812499986E-08
0.518646240234375,2.77091064453125E-06,-4.87426757812485E-08
0.523681640625,2.79521484375E-06,-4.92431640624989E-08
0.528717041015625,2.81951904296875E-06,-5.18798828124989E-08
0.53375244140625,2.84521484375E-06,-4.88891601562485E-08
0.538787841796875,2.87091064453125E-06,-5.26123046874984E-08
0.5438232421875,2.8966064453125E-06,-5.02319335937486E-08
0.548858642578125,2.92230224609375E-06,-5.33447265624983E-08
0.55389404296875,2.947998046875E-06,-5.15747070312482E-08
0.558929443359375,2.9737060546875E-06,-5.16479492187478E-08
0.56396484375,2.9994140625E-06,-4.74487304687477E-08
0.569000244140625,3.0251220703125E-06,-5.08789062499977E-08
0.57403564453125,3.050830078125E-06,-5.55297851562472E-08
0.579071044921875,3.0765380859375E-06,-5.31616210937473E-08
0.5841064453125,3.10406494140625E-06,-5.35278320312472E-08
0.589141845703125,3.131591796875E-06,-5.29785156249971E-08
0.59417724609375,3.15911865234375E-06,-5.63964843749971E-08
0.599212646484375,3.1866455078125E-06,-5.92041015624974E-08
0.604248046875,3.21417236328125E-06,-5.68237304687471E-08
0.609283447265625,3.2433349609375E-06,-5.66894531249971E-08
0.61431884765625,3.27249755859375E-06,-5.56396484374969E-08
0.619354248046875,3.30166015625E-06,-6.09985351562473E-08
0.6243896484375,3.33082275390625E-06,-6.14746093749974E-08
0.629425048828125,3.3599853515625E-06,-6.10351562499971E-08
0.63446044921875,3.39249548312139E-06,-6.57742917151384E-08
0.639495849609375,3.42500561468028E-06,-6.59357904615293E-08
0.64453125,3.45751574623917E-06,-6.60972892079207E-08
0.649566650390625,3.49002587779806E-06,-6.62587879543116E-08
0.65460205078125,3.52253600935695E-06,-6.97772202944529E-08
0.659637451171875,3.55504579814163E-06,-6.50555637666312E-08
0.6646728515625,3.58755558692631E-06,-6.39960166138089E-08
0.669708251953125,3.62006537571099E-06,-6.32416452422377E-08
0.67474365234375,3.65257516449567E-06,-6.06562191831656E-08
0.679779052734375,3.68508495328034E-06,-5.31879806240941E-08
0.684814453125,3.71759423172237E-06,-5.64003840661157E-08
0.689849853515625,3.75010351016439E-06,-4.74057562581374E-08
0.69488525390625,3.78261278860641E-06,-4.66508745439089E-08
0.699920654296875,3.81512206704843E-06,-3.4299313142181E-08
0.7049560546875,3.84763134549045E-06,-2.46943337717025E-08
0.709991455078125,3.88013994979782E-06,-1.14265708915742E-08
0.71502685546875,3.9126485541052E-06,-6.00214261445799E-10
0.720062255859375,3.94515715841257E-06,1.35830759624326E-08
0.72509765625,3.97766576271994E-06,3.53957607175601E-08
0.730133056640625,4.01017436702731E-06,4.86635235976893E-08
0.73516845703125,4.04268213807629E-06,7.59702056737148E-08
0.740203857421875,4.07518990912526E-06,9.38164385309901E-08
0.7452392578125,4.10769768017423E-06,1.16850659669516E-07
0.750274658203125,4.14020545122321E-06,1.40495232370542E-07
0.75531005859375,4.17271322227218E-06,1.72074375384068E-07
0.760345458984375,4.2052200064683E-06,2.03959681031703E-07
0.765380859375,4.23772679066441E-06,2.39507096054337E-07
0.770416259765625,4.27023357486053E-06,2.78106268889472E-07
0.77545166015625,4.30274035905664E-06,3.17620969068357E-07
0.780487060546875,4.33524714325276E-06,3.80023852840991E-07
0.7855224609375,4.36775279335651E-06,4.34188124612244E-07
0.790557861328125,4.40025844346025E-06,4.92930033102247E-07
0.79559326171875,4.432764093564E-06,5.68151433779749E-07
0.800628662109375,4.46526974366775E-06,6.43983186019752E-07
0.8056640625,4.49777539377149E-06,7.38125485134755E-07
0.810699462890625,4.53027976968422E-06,8.30743179534526E-07
0.81573486328125,4.56278414559695E-06,9.43197299715547E-07
0.820770263671875,4.59528852150968E-06,1.06511186911532E-06
0.8258056640625,4.62779289742241E-06,1.19221442679634E-06
0.830841064453125,4.66029727333514E-06,1.34525692588361E-06
0.83587646484375,4.69280024284104E-06,1.50715092903396E-06
0.840911865234375,4.72530321234694E-06,1.66324659234056E-06
0.845947265625,4.75780618185285E-06,1.8422304392409E-06
0.850982666015625,4.79030915135875E-06,2.0264022744225E-06
0.85601806640625,4.82281212086465E-06,2.22796912913535E-06
0.861053466796875,4.85531356032495E-06,2.4289271623313E-06
0.8660888671875,4.88781499978524E-06,2.63843011740226E-06
0.871124267578125,4.92031643924553E-06,2.86563326778572E-06
0.87615966796875,4.95281787870583E-06,3.08307079316917E-06
0.881195068359375,4.98531931816612E-06,3.32217579902138E-06
0.88623046875,5.01781911316178E-06,3.55151682433822E-06
0.891265869140625,5.05031890815745E-06,3.78451995903005E-06
0.89630126953125,5.08281870315311E-06,4.00226430465939E-06
0.901336669921875,5.11531849814878E-06,4.22306040810122E-06
0.9063720703125,5.14781829314444E-06,4.43470123810556E-06
0.911407470703125,5.18031633906424E-06,4.63718854374826E-06
0.91644287109375,5.21281438498404E-06,4.83052057595346E-06
0.921478271484375,5.24531243090383E-06,5.01774909253367E-06
0.926513671875,5.27781047682363E-06,5.18361530442637E-06
0.931549072265625,5.31030852274343E-06,5.33422272725657E-06
0.93658447265625,5.34280472531416E-06,5.46346968874833E-06
0.941619873046875,5.3753009278849E-06,5.5713543455526E-06
0.9466552734375,5.40779713045564E-06,5.66092845548187E-06
0.951690673828125,5.44029333302637E-06,5.73219201853613E-06
0.95672607421875,5.47278953559711E-06,5.7546274565904E-06
0.961761474609375,5.50528381135351E-06,5.77096130583399E-06
0.966796875,5.5377780871099E-06,5.7476223035151E-06
0.971832275390625,5.5702723628663E-06,5.7212315433837E-06
0.97686767578125,5.6027666386227E-06,5.6582196895023E-06
0.981903076171875,5.6352609143791E-06,5.5677420153084E-06
0.9869384765625,5.66775319107095E-06,5.44064524642905E-06
0.991973876953125,5.7002454677628E-06,5.2921861728622E-06
0.99700927734375,5.73273774445465E-06,5.12541655242035E-06
1.00204467773438,5.7652300211465E-06,4.925077596041E-06
1.007080078125,5.79772229783835E-06,4.69727281934916E-06
1.01211547851563,5.83021251477297E-06,4.45421131335203E-06
1.01715087890625,5.86270273170759E-06,4.19283926047991E-06
1.02218627929688,5.89519294864222E-06,3.92231193417028E-06
1.0272216796875,5.92768316557684E-06,3.63957757661066E-06
1.03225708007813,5.96017338251146E-06,3.36905025030104E-06
1.03729248046875,5.99266149082991E-06,3.08936975917009E-06
1.04232788085938,6.02514959914836E-06,2.80968926803914E-06
1.04736328125,6.05763770746681E-06,2.55137108159569E-06
1.05239868164063,6.09012581578526E-06,2.30220816858975E-06
1.05743408203125,6.1226139241037E-06,2.0591487712088E-06
1.06246948242188,6.15509988698946E-06,1.83745382394804E-06
1.0675048828125,6.18758584987522E-06,1.63101766574978E-06
1.07254028320313,6.22007181276098E-06,1.43984029661402E-06
1.07757568359375,6.25255777564674E-06,1.26392171654076E-06
1.08261108398438,6.2850437385325E-06,1.1063136833425E-06
1.087646484375,6.31752753135188E-06,9.5786309364812E-07
1.09268188476563,6.35001132417126E-06,8.21619535203741E-07
1.09771728515625,6.38249511699064E-06,7.03686523634363E-07
1.10275268554688,6.41497890981002E-06,5.97960543314986E-07
1.1077880859375,6.44746270262939E-06,4.98338078620607E-07
1.11282348632813,6.47994431300312E-06,4.07873069809376E-07
1.11785888671875,6.51242592337685E-06,3.41822123498147E-07
1.12289428710938,6.54490753375059E-06,2.72719419374414E-07
1.1279296875,6.57738914412432E-06,2.28030777750683E-07
1.13296508789063,6.60987075449805E-06,1.83342136126954E-07
1.13800048828125,6.64235018230406E-06,1.53914466133437E-07
1.14303588867188,6.67482961011008E-06,1.2753855395242E-07
1.1480712890625,6.7073090379161E-06,1.25576704271403E-07
1.15310668945313,6.73978846572212E-06,1.17511338965385E-07
1.15814208984375,6.77226789352813E-06,1.27756520534368E-07
1.16317749023438,6.80474515083583E-06,1.44107388226667E-07
