Potential applied (V),Fitted WE(1).δ.Curren,Corrected WE(1).δ.Current (A
0.941619873,5.07953E-06,1.07587E-06
0.946655273,5.10216E-06,1.00441E-06
0.951690674,5.12447E-06,9.4242E-07
0.956726074,5.14679E-06,8.71275E-07
0.961761475,5.16879E-06,8.1265E-07
0.966796875,5.1908E-06,7.57078E-07
0.971832275,5.21249E-06,7.04869E-07
0.976867676,5.23418E-06,6.58764E-07
0.981903076,5.25556E-06,6.16023E-07
0.986938477,5.27694E-06,5.73281E-07
0.991973877,5.29801E-06,5.40005E-07
0.997009277,5.31908E-06,5.00626E-07
1.002044678,5.33984E-06,4.79866E-07
1.007080078,5.3606E-06,4.46899E-07
1.012115479,5.38105E-06,4.20344E-07
1.017150879,5.4015E-06,3.9684E-07
1.022186279,5.42165E-06,3.73642E-07
1.02722168,5.44179E-06,3.50444E-07
1.03225708,5.46163E-06,3.33654E-07
1.03729248,5.48148E-06,3.16865E-07
1.042327881,5.50101E-06,2.97326E-07
1.047363281,5.52055E-06,2.83891E-07
1.052398682,5.53979E-06,2.67705E-07
1.057434082,5.55903E-06,2.60675E-07
1.062469482,5.57797E-06,2.53944E-07
1.067504883,5.5969E-06,2.4111E-07
1.072540283,5.61554E-06,2.31624E-07
1.077575684,5.63418E-06,2.22139E-07
1.082611084,5.65253E-06,2.16001E-07
1.087646484,5.67087E-06,2.06812E-07
1.092681885,5.68892E-06,2.0402E-07
1.097717285,5.70698E-06,2.01228E-07
1.102752686,5.72473E-06,2.01779E-07
1.107788086,5.74249E-06,1.96227E-07
1.112823486,5.75996E-06,1.90965E-07
1.117858887,5.77743E-06,2.07065E-07
1.122894287,5.79461E-06,1.95988E-07
1.127929688,5.81179E-06,2.12376E-07
1.132965088,5.82869E-06,2.19894E-07
1.138000488,5.84558E-06,2.30465E-07
1.143035889,5.8622E-06,2.38267E-07
1.148071289,5.87881E-06,2.67432E-07
1.153106689,5.89514E-06,2.87724E-07
1.15814209,5.91147E-06,3.08015E-07
1.16317749,5.92752E-06,3.3469E-07
1.168212891,5.94357E-06,3.64416E-07
1.173248291,5.95934E-06,4.00524E-07
1.178283691,5.97511E-06,4.39683E-07
1.183319092,5.99061E-06,4.76066E-07
1.188354492,6.00611E-06,5.18552E-07
1.193389893,6.02133E-06,5.67416E-07
1.198425293,6.03655E-06,6.19331E-07
1.203460693,6.05151E-06,6.80672E-07
1.208496094,6.06646E-06,7.26755E-07
1.213531494,6.08114E-06,7.82262E-07
1.218566895,6.09582E-06,8.37769E-07
1.223602295,6.11024E-06,8.99646E-07
1.228637695,6.12466E-06,9.58471E-07
1.233673096,6.13881E-06,1.01451E-06
1.238708496,6.15296E-06,1.0736E-06
1.243743896,6.16685E-06,1.1238E-06
1.248779297,6.18074E-06,1.17399E-06
1.253814697,6.19437E-06,1.22445E-06
1.258850098,6.208E-06,1.26575E-06
1.263885498,6.22138E-06,1.31036E-06
1.268920898,6.23475E-06,1.34276E-06
1.273956299,6.24787E-06,1.38153E-06
1.278991699,6.26099E-06,1.40198E-06
1.2840271,6.27385E-06,1.44099E-06
1.2890625,6.28672E-06,1.45864E-06
1.2940979,6.29934E-06,1.48265E-06
1.299133301,6.31195E-06,1.49445E-06
1.304168701,6.32432E-06,1.52175E-06
1.309204102,6.33669E-06,1.52159E-06
1.314239502,6.34881E-06,1.54303E-06
1.319274902,6.36094E-06,1.55532E-06
1.324310303,6.37282E-06,1.57701E-06
