Potential applied (V),Fitted WE(1).δ.Curren,Corrected WE(1).δ.Current (A
1.173248291,5.47762E-06,6.71668E-07
1.178283691,5.4975E-06,7.64712E-07
1.183319092,5.51718E-06,8.64048E-07
1.188354492,5.53686E-06,9.93902E-07
1.193389893,5.55635E-06,1.12089E-06
1.198425293,5.57584E-06,1.28146E-06
1.203460693,5.59514E-06,1.43916E-06
1.208496094,5.61444E-06,1.62128E-06
1.213531494,5.63354E-06,1.82495E-06
1.218566895,5.65265E-06,2.04388E-06
1.223602295,5.67156E-06,2.28132E-06
1.228637695,5.69046E-06,2.53097E-06
1.233673096,5.70917E-06,2.79302E-06
1.238708496,5.72788E-06,3.06423E-06
1.243743896,5.7464E-06,3.33869E-06
1.248779297,5.76491E-06,3.61925E-06
1.253814697,5.78322E-06,3.89696E-06
1.258850098,5.80153E-06,4.18077E-06
1.263885498,5.81964E-06,4.44648E-06
1.268920898,5.83775E-06,4.69692E-06
1.273956299,5.85565E-06,4.95062E-06
1.278991699,5.87356E-06,5.15549E-06
1.2840271,5.89127E-06,5.37888E-06
1.2890625,5.90897E-06,5.56869E-06
1.2940979,5.92647E-06,5.72819E-06
1.299133301,5.94397E-06,5.87243E-06
1.304168701,5.96127E-06,5.99247E-06
1.309204102,5.97857E-06,6.07282E-06
1.314239502,5.99566E-06,6.13813E-06
1.319274902,6.01275E-06,6.16681E-06
1.324310303,6.02964E-06,6.18959E-06
1.329345703,6.04653E-06,6.15745E-06
1.334381104,6.06322E-06,6.11024E-06
1.339416504,6.07991E-06,6.02031E-06
1.344451904,6.09639E-06,5.91227E-06
1.349487305,6.11288E-06,5.78898E-06
1.354522705,6.12916E-06,5.6079E-06
1.359558105,6.14545E-06,5.41461E-06
1.364593506,6.16153E-06,5.1788E-06
1.369628906,6.17762E-06,4.92468E-06
1.374664307,6.1935E-06,4.65245E-06
1.379699707,6.20939E-06,4.37411E-06
1.384735107,6.22508E-06,4.0685E-06
1.389770508,6.24077E-06,3.75679E-06
1.394805908,6.25626E-06,3.44833E-06
1.399841309,6.27176E-06,3.14597E-06
1.404876709,6.28706E-06,2.8499E-06
1.409912109,6.30236E-06,2.55994E-06
1.41494751,6.31748E-06,2.28543E-06
1.41998291,6.33259E-06,2.02923E-06
1.425018311,6.34752E-06,1.79152E-06
1.430053711,6.36244E-06,1.55076E-06
1.435089111,6.37719E-06,1.35902E-06
1.440124512,6.39193E-06,1.18558E-06
1.445159912,6.4065E-06,1.04284E-06
1.450195313,6.42107E-06,9.06205E-07
1.455230713,6.43545E-06,8.03315E-07
1.460266113,6.44984E-06,7.33993E-07
1.465301514,6.46406E-06,6.64843E-07
1.470336914,6.47828E-06,6.29262E-07
1.475372314,6.49233E-06,6.09106E-07
1.480407715,6.50639E-06,6.2252E-07
1.485443115,6.52028E-06,6.45252E-07
1.490478516,6.53417E-06,6.89345E-07
1.495513916,6.5479E-06,7.45803E-07
1.500549316,6.56163E-06,8.48037E-07
1.505584717,6.57521E-06,9.32113E-07
1.510620117,6.58879E-06,1.05281E-06
1.515655518,6.60223E-06,1.18281E-06
1.520690918,6.61566E-06,1.32196E-06
1.525726318,6.62895E-06,1.4521E-06
1.530761719,6.64225E-06,1.61276E-06
1.535797119,6.65541E-06,1.75829E-06
1.54083252,6.66857E-06,1.89467E-06
1.54586792,6.6816E-06,2.03117E-06
1.55090332,6.69463E-06,2.14326E-06
1.555938721,6.70754E-06,2.24937E-06
1.560974121,6.72044E-06,2.32191E-06
1.566009521,6.73324E-06,2.37626E-06
1.571044922,6.74603E-06,2.40619E-06
1.576080322,6.75872E-06,2.39961E-06
1.581115723,6.7714E-06,2.37167E-06
1.586151123,6.78398E-06,2.28889E-06
1.591186523,6.79657E-06,2.19696E-06
1.596221924,6.80905E-06,2.08072E-06
1.601257324,6.82154E-06,1.9431E-06
1.606292725,6.83395E-06,1.78727E-06
1.611328125,6.84635E-06,1.62838E-06
1.616363525,6.85867E-06,1.46347E-06
1.621398926,6.87099E-06,1.29246E-06
1.626434326,6.88324E-06,1.14288E-06
1.631469727,6.89549E-06,9.87199E-07
1.636505127,6.90768E-06,8.55994E-07
1.641540527,6.91986E-06,7.15635E-07
1.646575928,6.93199E-06,6.05849E-07
1.651611328,6.94412E-06,5.02166E-07
1.656646729,6.9562E-06,4.16843E-07
1.661682129,6.96828E-06,3.40675E-07
1.666717529,6.98033E-06,2.70651E-07
1.67175293,6.99237E-06,2.09783E-07
1.67678833,7.00437E-06,1.64205E-07
1.68182373,7.01638E-06,1.24731E-07
1.686859131,7.02837E-06,9.13852E-08
1.691894531,7.04035E-06,6.71945E-08
1.696929932,7.05232E-06,4.302E-08
1.701965332,7.06428E-06,2.49491E-08
1.707000732,7.07624E-06,6.88624E-09
1.712036133,7.0882E-06,-2.02132E-09
1.717071533,7.10016E-06,-4.82536E-09
1.722106934,7.11212E-06,-4.57764E-09
1.727142334,7.12547E-06,-8.7738E-09
1.732177734,7.13882E-06,-3.8147E-09
1.737213135,7.15218E-06,-4.95911E-09
1.742248535,7.16553E-06,-9.15527E-09
1.747283936,7.18422E-06,-9.53674E-09
1.752319336,7.20291E-06,-3.8147E-09
1.757354736,7.2216E-06,-1.33514E-08
1.762390137,7.2403E-06,-4.57764E-09
1.767425537,7.25937E-06,-1.44958E-08
1.772460938,7.27844E-06,-3.05176E-09
1.777496338,7.29828E-06,-1.67847E-08
1.782531738,7.31812E-06,-9.15527E-09
1.787567139,7.33795E-06,-7.62939E-09
1.792602539,7.35779E-06,-1.2207E-08
1.797637939,7.37762E-06,-7.62939E-09
