Potential applied (V),Time (s),WE(1).Current (A),WE(1).Potential (V),Scan,Index,Q+,Q-,Current range
1.14151000976563,21.2504479463478,-5.31524658203125E-06,1.13983154296875,2,2167,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.1395263671875,21.2524319463428,-5.3363037109375E-06,1.1383056640625,2,2168,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.13754272460938,21.2544159463378,-5.250244140625E-06,1.13677978515625,2,2169,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.13555908203125,21.2563999463327,-5.201416015625E-06,1.13494873046875,2,2170,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.13357543945313,21.2583839463277,-5.302734375E-06,1.13311767578125,2,2171,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.131591796875,21.2603679463227,-5.27069091796875E-06,1.1309814453125,2,2172,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.12960815429688,21.2623519463177,-5.2734375E-06,1.129150390625,2,2173,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.12762451171875,21.2643359463127,-5.39642333984375E-06,1.1260986328125,2,2174,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.12564086914063,21.2663199463077,-5.47393798828125E-06,1.12457275390625,2,2175,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.1236572265625,21.2683039463027,-5.4510498046875E-06,1.1224365234375,2,2176,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.12167358398438,21.2702879462977,-5.45684814453125E-06,1.12030029296875,2,2177,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.11968994140625,21.2722719462927,-5.4583740234375E-06,1.1187744140625,2,2178,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.11770629882813,21.2742559462877,-5.38970947265625E-06,1.11663818359375,2,2179,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.11572265625,21.2762399462827,-5.3582763671875E-06,1.11480712890625,2,2180,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.11373901367188,21.2782239462776,-5.39764404296875E-06,1.11297607421875,2,2181,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.11175537109375,21.2802079462726,-5.37139892578125E-06,1.11083984375,2,2182,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.10977172851563,21.2821919462676,-5.4193115234375E-06,1.1090087890625,2,2183,9.82124244328588E-06,-7.58753153495492E-06,1 µA
1.1077880859375,21.2841759462626,-5.51116943359375E-06,1.10626220703125,2,2184,9.82124244328588E-06,-7.58753153495492E-06,1 µA
