"Potential applied (V)","Time (s)","WE(1).Current (A)","WE(1).Potential (V)","Scan","Index","Q+","Q-","Current range"
1.03042602539063,37.3697299056505,1.0528564453125e-05,1.0308837890625,1,109,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.03439331054688,37.3717139056455,1.04766845703125e-05,1.0345458984375,1,110,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.03836059570313,37.3736979056405,1.04705810546875e-05,1.03912353515625,1,111,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.04232788085938,37.3756819056355,1.0565185546875e-05,1.04248046875,1,112,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.04629516601563,37.3776659056305,1.06109619140625e-05,1.0467529296875,1,113,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.05026245117188,37.3796499056255,1.06781005859375e-05,1.051025390625,1,114,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.05422973632813,37.3816339056204,1.0845947265625e-05,1.05499267578125,1,115,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.05819702148438,37.3836179056154,1.09405517578125e-05,1.05865478515625,1,116,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.06216430664063,37.3856019056104,1.09344482421875e-05,1.0626220703125,1,117,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.06613159179688,37.3875859056054,1.09771728515625e-05,1.06658935546875,1,118,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.07009887695313,37.3895699056004,1.10137939453125e-05,1.07086181640625,1,119,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.07406616210938,37.3915539055954,1.09649658203125e-05,1.07452392578125,1,120,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.07803344726563,37.3935379055904,1.09649658203125e-05,1.07879638671875,1,121,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.08200073242188,37.3955219055854,1.10809326171875e-05,1.0821533203125,1,122,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.08596801757813,37.3975059055804,1.11328125e-05,1.08612060546875,1,123,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.08993530273438,37.3994899055754,1.121826171875e-05,1.09039306640625,1,124,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.09390258789063,37.4014739055704,1.1395263671875e-05,1.094970703125,1,125,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.09786987304688,37.4034579055653,1.15325927734375e-05,1.0980224609375,1,126,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.10183715820313,37.4054419055603,1.15631103515625e-05,1.10198974609375,1,127,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.10580444335938,37.4074259055553,1.16302490234375e-05,1.10595703125,1,128,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.10977172851563,37.4094099055503,1.16790771484375e-05,1.11083984375,1,129,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.11373901367188,37.4113939055453,1.16790771484375e-05,1.11480712890625,1,130,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.11770629882813,37.4133779055403,1.17034912109375e-05,1.1187744140625,1,131,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.12167358398438,37.4153619055353,1.1846923828125e-05,1.12274169921875,1,132,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.12564086914063,37.4173459055303,1.19537353515625e-05,1.12579345703125,1,133,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.12960815429688,37.4193299055253,1.21063232421875e-05,1.13067626953125,1,134,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.13357543945313,37.4213139055203,1.23046875e-05,1.13433837890625,1,135,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.13754272460938,37.4232979055153,1.24847412109375e-05,1.1383056640625,1,136,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.14151000976563,37.4252819055102,1.25762939453125e-05,1.14227294921875,1,137,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.14547729492188,37.4272659055052,1.2713623046875e-05,1.14593505859375,1,138,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.14944458007813,37.4292499055002,1.28021240234375e-05,1.1505126953125,1,139,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.15341186523438,37.4312339054952,1.2860107421875e-05,1.15325927734375,1,140,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.15737915039063,37.4332179054902,1.2994384765625e-05,1.1578369140625,1,141,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.16134643554688,37.4352019054852,1.3165283203125e-05,1.16180419921875,1,142,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.16531372070313,37.4371859054802,1.33331298828125e-05,1.16546630859375,1,143,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.16928100585938,37.4391699054752,1.357421875e-05,1.16973876953125,1,144,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.17324829101563,37.4411539054702,1.383056640625e-05,1.1737060546875,1,145,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.17721557617188,37.4431379054652,1.40533447265625e-05,1.17767333984375,1,146,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
1.18118286132813,37.4451219054602,1.4276123046875e-05,1.181640625,1,147,6.6590180946514e-06,-2.78652082197368e-06,"10 µA"
