"Potential.applied..V.","Fitted.Smoothed.WE.1..Î..Current","Corrected.Smoothed.WE.1..Î..Current..A."
0,6.10397801254732e-07,-2.5186910257711e-08
0.005035400390625,5.68962864575871e-07,6.66218469365728e-08
0.01007080078125,5.27527927897009e-07,2.01604389980424e-07
0.015106201171875,4.86092991218147e-07,3.75911012265347e-07
0.0201416015625,4.44658054539285e-07,5.81184389149837e-07
0.025177001953125,4.03223117860424e-07,7.98426997974262e-07
0.03021240234375,3.61788181181562e-07,9.85352836979964e-07
0.035247802734375,3.203532445027e-07,1.15668696788907e-06
0.040283203125,2.78918307823838e-07,1.30577365223433e-06
0.045318603515625,2.37483371144977e-07,1.42396360066577e-06
0.05035400390625,1.96048434466115e-07,1.50721554601955e-06
0.055389404296875,1.54613497787253e-07,1.55187002113523e-06
0.0604248046875,1.13178561108391e-07,1.55831675265987e-06
0.065460205078125,7.17436244295294e-08,1.52895487141057e-06
0.07049560546875,3.03086877506676e-08,1.4656167531821e-06
0.075531005859375,-1.11262489281942e-08,1.37729385410947e-06
0.08056640625,-5.2561185607056e-08,1.2676839534642e-06
0.085601806640625,-9.39961222859178e-08,1.14377438764036e-06
0.09063720703125,-1.3543105896478e-07,1.01170169994489e-06
0.095672607421875,-1.76865995643641e-07,8.78051610159334e-07
0.1007080078125,-2.18300932322503e-07,7.48385979924641e-07
0.105743408203125,-2.59735869001365e-07,6.27080316546008e-07
0.11077880859375,-3.01170805680227e-07,5.16738522468647e-07
0.115814208984375,-3.42605742359089e-07,4.20207583876946e-07
0.120849609375,-3.84040679037951e-07,3.35186131892388e-07
0.125885009765625,-4.25475615716812e-07,2.62721804586537e-07
0.13092041015625,-4.66910552395674e-07,2.00603068375788e-07
0.135955810546875,-5.08345489074536e-07,1.49359687278676e-07
0.1409912109375,-5.49780425753398e-07,1.08523989318739e-07
0.146026611328125,-5.9121536243226e-07,7.67114540684882e-08
0.15106201171875,-6.32650299111122e-07,5.33526842910461e-08
0.156097412109375,-6.74085235789984e-07,3.64739457128732e-08
0.1611328125,-7.15520172468846e-07,2.54873455951984e-08
0.166168212890625,-7.56955109147708e-07,1.97838534827997e-08
0.17120361328125,-7.9839004582657e-07,1.89724216213478e-08
0.176239013671875,-8.3325109440527e-07,1.58886269573528e-08
0.1812744140625,-8.6811214298397e-07,1.56848461597001e-08
0.186309814453125,-8.96482591505175e-07,1.2685602361506e-08
0.19134521484375,-9.2485304002638e-07,1.28821170691292e-08
0.196380615234375,-9.48582768956305e-07,1.08476118607959e-08
0.201416015625,-9.72312497886229e-07,1.10510623816293e-08
0.206451416015625,-9.91915417956068e-07,8.55185768821064e-09
0.21148681640625,-1.01151833802591e-06,8.82433606432665e-09
0.216522216796875,-1.02713019300849e-06,6.78751891825668e-09
0.2215576171875,-1.04274204799107e-06,6.70197722199733e-09
0.226593017578125,-1.05472878460244e-06,5.28475938937433e-09
0.23162841796875,-1.06671552121381e-06,5.1820432984988e-09
0.236663818359375,-1.07596789603626e-06,4.07033152394509e-09
0.24169921875,-1.0852202708587e-06,4.27312149113947e-09
0.246734619140625,-1.09222511192421e-06,2.73171957437152e-09
0.25177001953125,-1.09922995298972e-06,2.60522355248992e-09
0.256805419921875,-1.10328079818131e-06,1.44562163910383e-09
0.2618408203125,-1.1073316433729e-06,1.5450349617841e-09
0.266876220703125,-1.10905899113907e-06,1.82312804383794e-10
0.27191162109375,-1.11078633890524e-06,2.59597580154992e-10
0.276947021484375,-1.11007525291278e-06,-9.70683572611561e-10
0.281982421875,-1.10936416692032e-06,-9.77619385821699e-10
0.287017822265625,-1.10683589786678e-06,-1.55064966771431e-09
0.29205322265625,-1.10430762881325e-06,-1.81454084652234e-09
0.297088623046875,-1.10041861926322e-06,-2.07446870349609e-09
0.3021240234375,-1.0965296097132e-06,-2.30136887851658e-09
0.307159423828125,-1.09024609322156e-06,-3.98214761312821e-09
0.31219482421875,-1.08396257672991e-06,-3.57425574100301e-09
0.317230224609375,-1.07471515605976e-06,-5.67316492914566e-09
0.322265625,-1.06546773538961e-06,-5.60545818114106e-09
0.327301025390625,-1.0540094416895e-06,-5.85283551897235e-09
0.33233642578125,-1.04255114798938e-06,-6.03547860017491e-09
0.337371826171875,-1.03016213421182e-06,-6.35353517738666e-09
0.3424072265625,-1.01777312043425e-06,-6.57118760145994e-09
0.347442626953125,-1.00342325317911e-06,-7.77867965367884e-09
0.35247802734375,-9.89073385923973e-07,-7.95438692167126e-09
0.357513427734375,-9.72938372459247e-07,-8.18062654305231e-09
0.362548828125,-9.56803358994522e-07,-8.34345301508308e-09
0.367584228515625,-9.39936121820888e-07,-8.5237841585491e-09
0.37261962890625,-9.23068884647255e-07,-8.73582187669037e-09
0.377655029296875,-9.04123215448289e-07,-1.02098473222733e-08
0.3826904296875,-8.85177546249324e-07,-1.00655163521369e-08
0.387725830078125,-8.63032815776347e-07,-1.20792141208395e-08
0.39276123046875,-8.40888085303369e-07,-1.22367561637575e-08
0.397796630859375,-8.16320444082286e-07,-1.23308850573247e-08
0.40283203125,-7.91752802861202e-07,-1.2765859628652e-08
0.407867431640625,-7.64814434629499e-07,-1.41725086030499e-08
0.41290283203125,-7.37876066397796e-07,-1.43320323068852e-08
0.417938232421875,-7.09370227971782e-07,-1.41738061191268e-08
0.4229736328125,-6.80864389545769e-07,-1.21343231672992e-08
0.428009033203125,-6.52358551119756e-07,-9.13967965337738e-09
0.43304443359375,-6.23852712693742e-07,-4.43288110698816e-09
0.438079833984375,-5.95346874267729e-07,1.82093406210123e-09
0.443115234375,-5.66841035841716e-07,8.88855131452399e-09
0.448150634765625,-5.38335197415702e-07,1.7301055776092e-08
0.45318603515625,-5.09829358989689e-07,2.62340765052465e-08
0.458221435546875,-4.81323520563676e-07,3.53243090004995e-08
0.4632568359375,-4.52817682137663e-07,4.39574383775167e-08
0.468292236328125,-4.2431184371165e-07,5.2173097854642e-08
0.47332763671875,-3.95806005285637e-07,5.83040500468648e-08
0.478363037109375,-3.67300166859623e-07,6.26898195246666e-08
0.4833984375,-3.3879432843361e-07,6.52009377747899e-08
0.488433837890625,-3.10288490007597e-07,6.5441072613793e-08
0.49346923828125,-2.81782651581584e-07,6.32160212717896e-08
0.498504638671875,-2.53276813155571e-07,5.90991443074918e-08
0.5035400390625,-2.24770974729558e-07,5.39333081643521e-08
0.508575439453125,-1.96265136303545e-07,4.71610055709959e-08
0.51361083984375,-1.67759297877532e-07,3.87531721673043e-08
0.518646240234375,-1.39253459451518e-07,2.99714654038994e-08
0.523681640625,-1.10747621025505e-07,2.17115960153592e-08
0.528717041015625,-8.22417825994923e-08,1.28677972098819e-08
0.53375244140625,-5.37359441734792e-08,4.88403924247265e-09
0.538787841796875,-2.52301057474661e-08,-2.02830072236616e-09
0.5438232421875,3.27573267854695e-09,-7.05145727946689e-09
0.548858642578125,3.178157110456e-08,-1.10613245542354e-08
0.55389404296875,6.02874095305731e-08,-1.35994783211575e-08
0.558929443359375,8.91308144573521e-08,-1.52439266056204e-08
0.56396484375,1.17974219384131e-07,-1.47508233140552e-08
0.569000244140625,1.48627871558779e-07,-1.59028288605921e-08
0.57403564453125,1.79281523733428e-07,-1.56029375084546e-08
0.579071044921875,2.11414485782771e-07,-1.65300245408883e-08
0.5841064453125,2.43547447832115e-07,-1.64240056818177e-08
0.589141845703125,2.7697872805905e-07,-1.70072745451159e-08
0.59417724609375,3.10410008285984e-07,-1.6854686654491e-08
0.599212646484375,3.45219533680837e-07,-1.79548387403607e-08
0.604248046875,3.8002905907569e-07,-1.75978094984439e-08
0.609283447265625,4.16388243307799e-07,-1.87613747336644e-08
0.61431884765625,4.52747427539908e-07,-1.81414451433978e-08
0.619354248046875,4.89895973370704e-07,-1.90071006873982e-08
0.6243896484375,5.27044519201501e-07,-1.8999504320549e-08
0.629425048828125,5.65448777500169e-07,-1.94047539781179e-08
0.63446044921875,6.03853035798836e-07,-1.92749551880409e-08
0.639495849609375,6.42802581126556e-07,-1.96745901396779e-08
0.64453125,6.81752126454275e-07,-1.98298202448592e-08
0.649566650390625,7.21354959331033e-07,-1.97730126318991e-08
0.65460205078125,7.60957792207792e-07,-1.96329752604163e-08
0.659637451171875,8.00894204672281e-07,-2.03034372040717e-08
0.6646728515625,8.40830617136769e-07,-2.00332707656924e-08
0.669708251953125,8.81007801402699e-07,-2.01439135002367e-08
0.67474365234375,9.21184985668628e-07,-2.00193991392721e-08
0.679779052734375,9.61563308517654e-07,-2.03589237097535e-08
0.684814453125,1.00194163136668e-06,-2.06852372074538e-08
0.689849853515625,1.04322634390078e-06,-2.05994753266478e-08
0.69488525390625,1.08451105643488e-06,-2.09034400928929e-08
0.699920654296875,1.12579576896899e-06,-2.03196207682287e-08
0.7049560546875,1.16708048150309e-06,-1.84728228856642e-08
0.709991455078125,1.20836519403719e-06,-1.9939362056671e-08
0.71502685546875,1.24964990657129e-06,-2.10769455154215e-08
0.720062255859375,1.29209851461744e-06,-2.13716625307197e-08
